TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,LoginAttempts,BalanceRatio,LoginRatio,TransactionHour,TransactionTime,KMeans_Cluster,Potential_Fraud
14.090000000000003,70.0,81.0,5112.21,1.0,0.0027561465589240747,14.089999985909998,16.0,0.0,0,False
376.24,68.0,141.0,13758.91,1.0,0.027345189408170607,376.23999962375996,16.0,0.0,0,False
126.28999999999999,19.0,56.0,1122.35,1.0,0.11252283155868267,126.28999987371,18.0,0.0,0,False
184.5,26.0,25.0,8569.06,1.0,0.0215309497191032,184.4999998155,16.0,0.0,0,False
13.449999999999989,26.0,198.0,7429.4,1.0,0.0018103749966347504,13.44999998655004,17.0,0.0,0,False
92.15,18.0,172.0,781.6799999999998,1.0,0.11788711493179066,92.14999990785,17.0,0.0,0,False
7.079999999999984,37.0,139.0,13316.71,1.0,0.0005316628506590176,7.079999992919994,16.0,0.0,0,False
171.42,67.0,291.0,2796.24,1.0,0.061303750750986576,171.41999982857996,17.0,0.0,0,False
106.23,51.0,86.0,9095.14,1.0,0.011679864191204127,106.22999989377,16.0,0.0,0,False
815.96,55.0,120.0,1021.8800000000006,1.0,0.7984890593799678,815.9599991840399,16.0,0.0,2,True
17.78,52.0,59.0,7599.52,1.0,0.002339621449775467,17.779999982220033,16.0,0.0,0,False
190.02,21.0,173.0,1528.81,1.0,0.12429275057062403,190.01999980998,17.0,0.0,0,False
494.52,24.0,111.0,1620.02,1.0,0.30525549067276625,494.5199995054799,17.0,0.0,0,False
781.76,26.0,123.0,189.6899999999996,1.0,4.121250461257203,781.75999921824,16.0,0.0,1,True
166.99,18.0,134.0,299.9300000000003,1.0,0.5567632447552537,166.98999983301,16.0,0.0,0,False
465.45,36.0,129.0,3465.54,1.0,0.13430807320067456,465.44999953454993,16.0,0.0,0,False
555.8,19.0,158.0,1131.2600000000002,1.0,0.4913105740497398,555.7999994441999,16.0,0.0,0,False
492.93,39.0,234.0,5109.97,1.0,0.09646436280445941,492.92999950706997,18.0,0.0,0,False
18.680000000000007,59.0,106.0,7948.37,1.0,0.0023501673928110617,18.67999998132001,16.0,0.0,0,False
71.48000000000002,18.0,169.0,6568.59,1.0,0.010882091894910337,71.47999992852,18.0,0.0,0,False
59.31999999999999,71.0,38.0,5750.89,1.0,0.010314925168102618,59.31999994067999,16.0,0.0,0,False
85.77,38.0,93.0,9146.19,1.0,0.009377675294301849,85.76999991422998,18.0,0.0,0,False
52.19999999999999,39.0,120.0,8974.93,1.0,0.005816201351987613,52.199999947799995,18.0,0.0,0,False
345.84,22.0,142.0,1402.5000000000005,3.0,0.2465882352939418,115.27999996157332,18.0,0.0,0,False
145.54,21.0,96.0,1930.96,1.0,0.07537183577076927,145.53999985445998,16.0,0.0,0,False
7.489999999999981,65.0,276.0,3634.67,1.0,0.0020607097755774087,7.489999992510008,17.0,0.0,0,False
246.93,23.0,158.0,673.3499999999995,5.0,0.36671864557753514,49.3859999901228,16.0,0.0,0,False
40.32000000000002,37.0,95.0,2686.52,1.0,0.015008263478397704,40.31999995967999,16.0,0.0,0,False
127.45,44.0,197.0,1772.06,1.0,0.0719219439521958,127.44999987255,16.0,0.0,0,False
56.170000000000016,27.0,283.0,1351.69,1.0,0.04155538622018247,56.16999994382999,16.0,0.0,0,False
28.310000000000002,59.0,20.0,8334.47,1.0,0.0033967366851157393,28.30999997168999,17.0,0.0,0,False
59.120000000000005,29.0,257.0,9823.64,1.0,0.006018135843739586,59.11999994088001,16.0,0.0,0,False
396.45,49.0,168.0,9690.15,3.0,0.040912679370284165,132.14999995595,16.0,0.0,0,False
877.8100000000001,22.0,150.0,399.0,1.0,2.2000250626511275,877.80999912219,17.0,0.0,2,True
255.26,45.0,50.0,14815.87,1.0,0.017228822877089413,255.25999974473996,16.0,0.0,0,False
124.76,49.0,45.0,5764.72,1.0,0.02164198781553629,124.75999987524,16.0,0.0,0,False
78.13,26.0,145.0,900.6100000000001,1.0,0.08675231232155232,78.12999992187,16.0,0.0,0,False
649.28,75.0,137.0,4875.86,1.0,0.13316214985661334,649.2799993507199,17.0,0.0,0,False
795.31,66.0,90.0,7914.88,2.0,0.10048288792753642,397.6549998011724,17.0,0.0,0,False
335.63,55.0,216.0,1019.3899999999999,1.0,0.3292459215802301,335.62999966436996,17.0,0.0,0,False
328.47,63.0,119.0,4323.66,1.0,0.07597035844629875,328.46999967153,18.0,0.0,0,False
34.02000000000001,38.0,19.0,14214.48,1.0,0.0023933341212620945,34.01999996597999,16.0,0.0,0,False
241.42,57.0,116.0,13357.02,1.0,0.0180743908446631,241.41999975857996,18.0,0.0,0,False
55.31999999999999,19.0,117.0,241.78999999999996,1.0,0.22879358120588617,55.319999944680006,16.0,0.0,0,False
304.31,27.0,33.0,868.6099999999997,1.0,0.35034134997254196,304.30999969568995,16.0,0.0,0,False
435.27,74.0,90.0,4673.28,1.0,0.09314014995889543,435.26999956472997,17.0,0.0,0,False
164.49,26.0,75.0,1509.27,1.0,0.10898646365454227,164.48999983551,16.0,0.0,0,False
510.24,19.0,105.0,781.7000000000003,1.0,0.6527312268125205,510.23999948975995,16.0,0.0,0,True
626.9,26.0,138.0,265.5100000000002,1.0,2.3611163421251136,626.8999993731,16.0,0.0,2,True
22.00999999999999,41.0,175.0,1335.0900000000001,1.0,0.01648577998485759,22.00999997798999,16.0,0.0,0,False
425.34,69.0,121.0,3907.54,1.0,0.10885109301501485,425.33999957465994,16.0,0.0,0,False
424.55999999999995,51.0,264.0,5183.85,1.0,0.08190051795478612,424.55999957544,17.0,0.0,0,False
85.43,67.0,145.0,14904.9,1.0,0.005731672134666736,85.42999991457,16.0,0.0,0,False
169.5,28.0,142.0,918.8800000000001,1.0,0.18446369493276116,169.49999983049997,16.0,0.0,0,False
104.63,62.0,90.0,4477.78,1.0,0.02336648964441679,104.62999989536999,17.0,0.0,0,False
316.95,25.0,83.0,1324.0299999999997,1.0,0.23938279344105545,316.94999968304995,17.0,0.0,0,False
60.53999999999999,57.0,52.0,3534.93,1.0,0.01712622315009997,60.53999993945999,17.0,0.0,0,False
292.56,68.0,61.0,4638.37,1.0,0.06307388155751631,292.55999970744,17.0,0.0,0,False
386.52,48.0,28.0,5630.61,1.0,0.0686462035196775,386.51999961347997,16.0,0.0,0,False
112.07,23.0,51.0,930.3000000000002,1.0,0.12046651617744764,112.06999988792998,16.0,0.0,0,False
568.52,46.0,152.0,5499.91,1.0,0.10336896421939569,568.51999943148,18.0,0.0,0,False
263.99,79.0,227.0,4175.02,2.0,0.063230834822333,131.9949999340025,16.0,0.0,0,False
349.64,48.0,226.0,6651.62,1.0,0.05256463838883571,349.63999965036,16.0,0.0,0,False
601.4,56.0,104.0,8458.29,1.0,0.07110184209809887,601.3999993985999,17.0,0.0,0,False
5.77000000000001,50.0,124.0,13988.12,1.0,0.0004124928868210753,5.769999994230005,16.0,0.0,0,False
201.33,42.0,186.0,2585.07,1.0,0.07788183685545154,201.32999979867,17.0,0.0,0,False
298.42,56.0,225.0,3014.75,1.0,0.09898664897583581,298.41999970157997,16.0,0.0,0,False
521.06,25.0,128.0,1951.42,1.0,0.2670158141249618,521.0599994789399,18.0,0.0,0,False
117.28,60.0,16.0,3665.77,1.0,0.03199327835624385,117.27999988271999,16.0,0.0,0,False
189.12,32.0,103.0,977.0100000000002,1.0,0.19357017840125124,189.11999981088,16.0,0.0,0,False
133.55,44.0,220.0,3846.28,1.0,0.03472186112294614,133.54999986645,16.0,0.0,0,False
143.21,35.0,135.0,6374.82,1.0,0.022464948029901635,143.20999985679,17.0,0.0,0,False
24.77000000000001,62.0,54.99999999999999,5866.01,1.0,0.004222631737756291,24.76999997522998,18.0,0.0,0,False
233.92,26.0,280.0,6537.62,1.0,0.035780605174354614,233.91999976607997,16.0,0.0,0,False
1212.51,20.0,24.0,605.9499999999998,1.0,2.0010066837164766,1212.5099987874898,16.0,0.0,2,True
232.12,37.0,51.0,6689.87,1.0,0.034697236269159985,232.11999976788,17.0,0.0,0,False
162.63,22.0,113.0,634.1700000000001,1.0,0.256445432612302,162.62999983736998,17.0,0.0,0,False
91.53,44.0,69.0,14676.05,1.0,0.006236691752889489,91.52999990846999,16.0,0.0,0,False
120.29,19.0,77.0,1362.3899999999999,1.0,0.08829336680386064,120.28999987971,18.0,0.0,0,False
174.25,50.0,67.0,10528.34,1.0,0.016550567325901655,174.24999982575,18.0,0.0,0,False
183.71,38.0,102.0,552.5200000000004,1.0,0.3324947513206174,183.70999981628998,18.0,0.0,0,False
345.39,58.0,80.0,6451.96,1.0,0.05353256994772851,345.38999965460994,17.0,0.0,0,False
922.55,63.0,87.0,4715.84,1.0,0.1956279263078909,922.5499990774499,16.0,0.0,0,False
259.91,49.0,170.0,7176.86,1.0,0.03621500210397915,259.90999974009003,16.0,0.0,0,False
154.71,34.0,157.0,1523.7200000000003,1.0,0.10153440264608883,154.70999984528999,16.0,0.0,0,False
1340.19,54.0,30.0,8654.28,1.0,0.1548586364203429,1340.18999865981,17.0,0.0,0,True
24.560000000000002,64.0,69.0,9869.93,1.0,0.0024883661788885555,24.559999975440036,17.0,0.0,0,False
568.07,48.0,115.0,10556.81,1.0,0.053810762910381664,568.06999943193,17.0,0.0,0,False
9.610000000000014,58.0,179.0,12883.91,1.0,0.0007458915810494848,9.609999990390008,18.0,0.0,0,False
392.9599999999999,24.0,100.0,791.6500000000001,1.0,0.4963809764409823,392.95999960703995,16.0,0.0,0,False
716.93,60.0,34.0,4064.02,1.0,0.1764090727899527,716.92999928307,16.0,0.0,0,False
223.85,53.0,54.99999999999999,2929.91,4.0,0.07640166421491568,55.96249998600936,16.0,0.0,0,False
230.66,21.0,135.0,618.0500000000002,1.0,0.37320605128974493,230.65999976933998,18.0,0.0,0,False
442.12,19.0,260.0,1375.8000000000002,1.0,0.3213548480881514,442.11999955787996,16.0,0.0,0,False
644.17,29.0,72.0,1143.52,1.0,0.563322023226036,644.1699993558299,16.0,0.0,0,False
508.68,51.0,127.0,7708.41,1.0,0.06599026258332574,508.67999949131996,16.0,0.0,0,False
858.63,27.0,185.0,1872.96,1.0,0.45843477703717195,858.6299991413699,17.0,0.0,0,False
25.359999999999985,57.0,78.0,201.03999999999996,1.0,0.12614405093450984,25.359999974640004,17.0,0.0,0,False
147.62,71.0,133.0,2115.8,1.0,0.06977029965021751,147.61999985238,17.0,0.0,0,False
115.02,37.0,175.0,7643.66,1.0,0.015047765075890993,115.01999988497998,16.0,0.0,0,False
383.37,30.0,24.0,8901.93,1.0,0.04306594188001443,383.36999961662997,17.0,0.0,0,False
98.54,20.0,167.0,9383.43,1.0,0.010501490393170672,98.53999990145999,16.0,0.0,0,False
83.23999999999998,55.0,164.0,1181.31,1.0,0.07046414573645321,83.23999991675998,18.0,0.0,0,False
196.16,27.0,146.0,9418.86,1.0,0.020826299573406884,196.15999980383998,16.0,0.0,0,False
129.94,32.0,235.0,7954.92,1.0,0.01633454516198575,129.93999987005998,16.0,0.0,0,False
306.9,46.0,51.0,9418.08,1.0,0.032586259619791655,306.89999969309997,16.0,0.0,0,False
114.98,59.0,80.0,6144.68,1.0,0.018712121705276967,114.97999988501999,16.0,0.0,0,False
756.59,27.0,17.0,420.64999999999964,1.0,1.7986211815005384,756.5899992434099,16.0,0.0,2,False
503.76,22.0,35.0,447.8199999999997,1.0,1.1249162609952104,503.75999949623997,18.0,0.0,2,False
143.03,63.0,147.0,7981.45,1.0,0.017920302701887762,143.02999985697,16.0,0.0,0,False
1045.22,53.0,73.0,1829.9,1.0,0.5711896824959991,1045.2199989547798,16.0,0.0,0,True
245.54,25.0,180.0,985.06,1.0,0.24926400422284,245.53999975445998,16.0,0.0,0,False
254.37,51.0,174.0,8849.26,1.0,0.028744776399379297,254.36999974563,18.0,0.0,0,False
213.76,78.0,282.0,3528.72,1.0,0.06057720646578346,213.75999978623997,17.0,0.0,0,False
327.86,40.0,104.0,480.15999999999985,1.0,0.6828140619779182,327.85999967213996,16.0,0.0,0,True
2.5,47.0,107.0,12145.27,1.0,0.00020584145103400703,2.499999997499998,16.0,0.0,0,False
300.08,68.0,47.0,13546.75,1.0,0.022151438536916812,300.07999969991994,17.0,0.0,0,False
56.97999999999999,43.0,122.0,5688.37,2.0,0.010016929278508599,28.48999998575499,16.0,0.0,0,False
407.65,26.0,62.00000000000001,8346.64,1.0,0.04884001226840395,407.64999959234996,16.0,0.0,0,False
115.83,39.0,167.0,6481.04,1.0,0.017872131633191915,115.82999988417,17.0,0.0,0,False
53.56999999999999,69.0,121.0,1651.33,1.0,0.0324405176433345,53.56999994642999,16.0,0.0,0,False
63.34,46.0,165.0,11174.940000000002,1.0,0.00566803938097156,63.33999993666001,16.0,0.0,0,False
317.87,27.0,91.0,145.5,1.0,2.1846735395038857,317.86999968212996,17.0,0.0,2,True
331.65,41.0,61.0,4172.57,1.0,0.07948338793595326,331.64999966834995,17.0,0.0,0,False
5.039999999999992,56.0,41.0,5558.36,1.0,0.0009067422764986593,5.039999994959999,16.0,0.0,0,False
214.54,70.0,247.0,11151.53,1.0,0.019238615687711083,214.53999978545997,17.0,0.0,0,False
598.81,57.0,158.0,1415.52,1.0,0.42303181869530415,598.8099994011899,16.0,0.0,0,False
841.28,26.0,80.0,1103.6400000000003,1.0,0.7622775542742539,841.2799991587199,17.0,0.0,2,True
38.150000000000006,26.0,108.0,303.6800000000003,1.0,0.12562565858757369,38.14999996185,16.0,0.0,0,False
1036.6599999999999,58.0,144.0,5541.57,1.0,0.18706972933659832,1036.65999896334,16.0,0.0,0,False
124.72,33.0,105.0,6309.8,1.0,0.019766078164122514,124.71999987528,17.0,0.0,0,False
302.45,78.0,40.0,5133.61,1.0,0.05891565584451119,302.44999969754997,17.0,0.0,0,False
208.04,47.0,273.0,9344.98,1.0,0.022262219929842304,208.03999979195999,17.0,0.0,0,False
5.77000000000001,23.0,254.0,1117.9699999999998,1.0,0.005161140281040491,5.769999994230005,17.0,0.0,0,False
381.33,56.0,75.0,11835.350000000002,1.0,0.032219579480114044,381.32999961866994,16.0,0.0,0,False
16.159999999999997,50.0,124.0,14401.17,1.0,0.0011221310490744096,16.15999998384001,16.0,0.0,0,False
486.08,18.0,68.0,1748.69,1.0,0.27796807896180686,486.07999951392,17.0,0.0,0,False
336.39,21.0,18.0,1000.46,1.0,0.3362353317470601,336.38999966360996,16.0,0.0,0,False
997.43,69.0,118.0,6810.05,1.0,0.14646441656079667,997.4299990025697,16.0,0.0,0,False
234.57,23.0,120.0,263.97999999999956,1.0,0.88859004469699,234.56999976542997,16.0,0.0,2,False
6.0,30.0,246.0,5442.76,1.0,0.0011023818797813792,5.999999994000007,18.0,0.0,0,False
1049.92,80.0,21.0,2037.85,1.0,0.5152096572365409,1049.91999895008,16.0,0.0,0,True
227.14,18.0,294.0,341.9399999999996,1.0,0.6642685851299518,227.13999977285997,17.0,0.0,0,True
233.74,66.0,17.0,1066.5900000000001,1.0,0.21914700119050518,233.73999976625998,16.0,0.0,0,False
113.02,69.0,166.0,6077.96,1.0,0.018595054919739742,113.01999988697999,16.0,0.0,0,False
45.849999999999994,20.0,92.0,1659.15,1.0,0.027634632191165576,45.84999995415001,17.0,0.0,0,False
973.3899999999999,77.0,296.0,2042.2200000000003,1.0,0.47663327163553554,973.3899990266098,17.0,0.0,0,False
514.95,41.0,142.0,421.9300000000003,5.0,1.2204631099916563,102.989999979402,18.0,0.0,2,False
415.5,66.0,141.0,10113.66,1.0,0.04108305005309244,415.49999958449996,16.0,0.0,0,False
265.76,54.0,92.0,4446.17,1.0,0.059772793213021584,265.75999973423995,17.0,0.0,0,False
69.4,80.0,113.0,6452.77,1.0,0.010755071078000493,69.39999993060002,18.0,0.0,0,False
332.93,35.0,293.0,2788.2,1.0,0.11940678573986106,332.92999966707,16.0,0.0,0,False
267.9,20.0,160.0,596.1599999999999,1.0,0.44937600644047004,267.89999973209996,16.0,0.0,0,False
496.03,61.0,265.0,12904.66,1.0,0.038438052610449365,496.0299995039699,16.0,0.0,0,False
376.26,37.0,245.0,9062.4,1.0,0.04151880296609711,376.25999962374,16.0,0.0,0,False
83.01999999999998,36.0,171.0,9009.56,1.0,0.009214656431611623,83.01999991697998,17.0,0.0,0,False
93.25999999999999,20.0,72.0,1152.1999999999998,1.0,0.0809408088872757,93.25999990673999,16.0,0.0,0,False
803.37,68.0,129.0,12168.37,1.0,0.06602116799537933,803.3699991966299,16.0,0.0,0,False
35.75999999999999,23.0,122.0,611.8599999999997,1.0,0.05844474226120608,35.759999964239995,17.0,0.0,0,False
28.53,62.0,99.0,8670.53,1.0,0.0032904562927521946,28.529999971470005,16.0,0.0,0,False
139.53,53.0,177.0,10098.86,1.0,0.013816410961235842,139.52999986046999,17.0,0.0,0,False
307.57,33.0,285.0,5307.74,1.0,0.057947450327247005,307.56999969243,16.0,0.0,0,False
60.650000000000006,56.0,53.00000000000001,1047.2799999999997,1.0,0.05791192422269316,60.64999993934998,18.0,0.0,0,False
74.86000000000001,70.0,125.0,6921.48,1.0,0.010815605910872994,74.85999992513999,17.0,0.0,0,False
117.97,51.0,137.0,1475.46,1.0,0.0799547259837068,117.96999988203001,18.0,0.0,0,False
231.91,34.0,165.0,112.76000000000022,1.0,2.05666903155324,231.90999976809,18.0,0.0,2,True
126.21000000000001,75.0,268.0,5669.66,1.0,0.02226059410969577,126.20999987378998,16.0,0.0,0,False
506.28,53.0,162.0,1309.9500000000003,2.0,0.3864880338941284,253.13999987342999,17.0,0.0,0,False
304.35,31.0,36.0,4057.1,1.0,0.07501663749967341,304.34999969565,17.0,0.0,0,False
281.85,22.0,109.0,1585.98,1.0,0.17771346423020612,281.84999971815,17.0,0.0,0,False
777.88,31.0,17.0,6825.55,1.0,0.11396590750926826,777.87999922212,16.0,0.0,0,False
119.18,56.0,96.0,5516.5,1.0,0.02160427807486239,119.17999988081999,18.0,0.0,0,False
177.19,76.0,43.0,5343.3,1.0,0.03316115509141669,177.18999982281,17.0,0.0,0,False
260.88,22.0,36.0,903.0500000000002,1.0,0.28888765849035064,260.87999973911997,16.0,0.0,0,False
169.47,24.0,19.0,1806.1599999999999,1.0,0.09382889666469535,169.46999983052999,16.0,0.0,0,False
73.23000000000002,26.0,14.0,787.7399999999993,1.0,0.0929621448700168,73.22999992676999,16.0,0.0,0,False
1362.5499999999997,29.0,106.0,2429.68,1.0,0.5607940140263077,1362.5499986374498,18.0,0.0,0,True
792.57,19.0,164.0,770.3699999999999,1.0,1.0288173215454537,792.56999920743,16.0,0.0,2,False
237.06,71.0,46.0,1182.7699999999995,1.0,0.2004278092949598,237.05999976293998,16.0,0.0,0,False
34.16999999999999,54.0,53.99999999999999,726.5499999999997,1.0,0.047030486545940366,34.169999965830016,16.0,0.0,0,False
740.25,41.0,123.0,14464.3,1.0,0.0511777272318708,740.24999925975,17.0,0.0,0,False
453.54,58.0,82.0,12046.3,1.0,0.037649734773329765,453.53999954645997,16.0,0.0,0,False
300.47,73.0,100.0,7885.64,1.0,0.03810343865557671,300.46999969953,16.0,0.0,0,False
110.93,19.0,201.0,1952.35,1.0,0.05681870566237775,110.92999988907,16.0,0.0,0,False
201.69,59.0,299.0,7328.52,1.0,0.027521245763124404,201.68999979830997,16.0,0.0,0,False
399.21,59.0,109.0,3210.39,1.0,0.12434937811290081,399.20999960078996,16.0,0.0,0,False
1041.88,78.0,57.0,5726.2,1.0,0.18194963501097033,1041.87999895812,16.0,0.0,0,False
630.3600000000001,62.0,52.0,1363.6499999999996,1.0,0.4622593774058869,630.3599993696399,16.0,0.0,0,False
10.939999999999998,60.0,245.0,1241.9899999999998,1.0,0.008808444512428598,10.939999989059999,17.0,0.0,0,False
215.9,38.0,235.0,7873.28,1.0,0.027421862298809718,215.89999978409998,16.0,0.0,0,False
1422.5499999999997,79.0,165.0,5674.32,1.0,0.2506996433052329,1422.54999857745,17.0,0.0,0,True
226.37,49.0,141.0,9840.04,1.0,0.02300498778460016,226.36999977362998,17.0,0.0,0,False
444.89,43.0,101.0,10328.23,1.0,0.04307514453105294,444.88999955510997,16.0,0.0,0,False
280.57,25.0,24.0,293.2399999999998,1.0,0.9567930705191761,280.56999971943,17.0,0.0,2,False
488.54,52.0,132.0,7486.63,1.0,0.06525499457031197,488.53999951146,17.0,0.0,0,False
3.3000000000000114,50.0,131.0,11385.37,1.0,0.0002898456527982568,3.299999996699995,16.0,0.0,0,False
199.39,69.0,165.0,7264.79,1.0,0.027446078964426024,199.38999980060996,16.0,0.0,0,False
20.360000000000014,62.0,75.0,2762.4799999999996,1.0,0.007370189105438817,20.35999997964001,17.0,0.0,0,False
113.63999999999999,62.0,32.0,6675.03,1.0,0.017024642585873467,113.63999988635999,17.0,0.0,0,False
493.11,53.0,236.0,7432.99,1.0,0.0663407323297803,493.10999950688995,16.0,0.0,0,False
307.41,19.0,14.0,1057.0,1.0,0.2908325449382301,307.40999969259,17.0,0.0,0,False
11.180000000000007,43.0,161.0,5956.89,1.0,0.0018768182726218094,11.179999988819986,16.0,0.0,0,False
313.82,59.0,151.0,7261.59,1.0,0.043216430561344936,313.81999968618,18.0,0.0,0,False
51.0,64.0,107.0,4943.16,1.0,0.010317286917678102,50.999999949,16.0,0.0,0,False
140.98,60.0,100.0,8127.48,1.0,0.017346090054971855,140.97999985901998,16.0,0.0,0,False
288.04,68.0,63.00000000000001,1748.02,1.0,0.16478072333259075,288.03999971196,16.0,0.0,0,False
800.55,31.0,108.0,9660.22,1.0,0.08287078348111297,800.5499991994499,16.0,0.0,0,False
485.54,46.0,143.0,6371.51,1.0,0.07620485567784148,485.53999951445996,17.0,0.0,0,False
521.15,54.0,214.0,9442.47,1.0,0.05519212663635095,521.14999947885,18.0,0.0,0,False
321.79,63.0,61.0,5959.2,1.0,0.05399885890722681,321.78999967821,17.0,0.0,0,False
304.93,65.0,158.0,13531.22,1.0,0.02253529245699778,304.92999969506997,16.0,0.0,0,False
432.08000000000004,40.0,145.0,11500.62,1.0,0.03757014839199646,432.07999956791997,16.0,0.0,0,False
694.2,61.0,72.0,1389.37,1.0,0.4996509209206334,694.1999993058,16.0,0.0,0,False
116.86,55.0,171.0,6706.56,1.0,0.01742473041320477,116.85999988313998,18.0,0.0,0,False
386.81,57.0,149.0,7175.29,1.0,0.05390862250862977,386.80999961319,18.0,0.0,0,False
74.88,25.0,202.0,420.6700000000001,1.0,0.17800175909815769,74.87999992511999,16.0,0.0,0,False
195.76,75.0,99.0,7323.53,1.0,0.02673027897748398,195.75999980423998,16.0,0.0,0,False
134.7,50.0,106.0,8395.85,1.0,0.01604364060815569,134.6999998653,16.0,0.0,0,False
890.24,33.0,161.0,5140.93,1.0,0.1731671117871332,890.23999910976,18.0,0.0,0,False
361.27,63.0,180.0,7945.57,1.0,0.04546810360993038,361.2699996387299,17.0,0.0,0,False
131.56,44.0,42.0,5873.54,1.0,0.022398757818960557,131.55999986844,16.0,0.0,0,False
485.51,76.0,37.0,3074.45,1.0,0.15791767633230078,485.50999951448995,16.0,0.0,0,False
547.87,64.0,131.0,6155.76,1.0,0.08900119562814518,547.86999945213,17.0,0.0,0,False
457.29999999999995,28.0,15.0,8318.29,1.0,0.05497524130559826,457.2999995427,18.0,0.0,0,False
506.24,58.0,64.0,230.09000000000015,1.0,2.2001825372584634,506.23999949375997,16.0,0.0,2,True
486.59,57.0,119.0,2513.56,1.0,0.19358598959237355,486.5899995134099,16.0,0.0,0,False
163.68,41.0,292.0,10090.05,1.0,0.01622192159602616,163.67999983632,16.0,0.0,0,False
581.6499999999999,22.0,176.0,480.1899999999996,1.0,1.2112913638326261,581.6499994183499,16.0,0.0,2,False
52.00999999999999,48.0,85.0,1120.8799999999997,1.0,0.046401042038357,52.009999947989996,16.0,0.0,0,False
630.24,21.0,62.00000000000001,370.8100000000004,1.0,1.6996305385461568,630.23999936976,18.0,0.0,2,False
